No,Compound name,SMILES,Lecithin(%),pH,DMSO_Conc (w/v%),Donor_Plate_Volume (µm),Acceptor_Plate_Volume (µm),Temperature (??,Incubation_Time (hr),%T/MR,Pe,logPe,Source
15,,CSC1=NC2=C(C3=CC=CC=C3N2CCC4=CC=CC=C4)N=N1,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
16,,CCN(CC)C(=O)N1C2=CC=CC=C2C=CC3=CC=CC=C31,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
17,,C1=CC=C(C=C1)CN2C(=C(C3=NC4=CC=CC=C4N=C32)S(=O)(=O)C5=CC=CS5)N,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
18,,C1=CC=C2C(=C1)C=C(C(=O)O2)C3=CSC(=N3)NC4=CC(=C(C=C4)C(=O)O)O,20,5,0.5,200,200,25,0.5,,74.15,-4.129888845,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
19,,CCOC1=C(C=C(C=C1)S(=O)(=O)NCC2=CN=CC=C2)NC(=O)C3=CC=CC=C3F,20,5,0.5,200,200,25,0.5,,278.38,-3.555361969,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
20,,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)O,20,5,0.5,200,200,25,0.5,,20.66,-4.684869683,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
21,,COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)N)OC)OC,20,5,0.5,200,200,25,0.5,,55.04,-4.259321575,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
22,,CN(C)CC/C=C/1\C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,20,5,0.5,200,200,25,0.5,,530.72,-3.275134546,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
23,,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,20,5,0.5,200,200,25,0.5,,141.95,-3.847864603,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
24,,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,20,5,0.5,200,200,25,0.5,,396.03,-3.402271914,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
25,,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CC3=CNC4=CC=CC=C43,20,5,0.5,200,200,25,0.5,,418.75,-3.37804518,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
26,,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)I,20,5,0.5,200,200,25,0.5,,758.19,-3.120221948,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
27,,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)F,20,5,0.5,200,200,25,0.5,,73.05,-4.13637978,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
28,,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,20,5,0.5,200,200,25,0.5,,98.19,-4.00793274,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
29,,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,20,5,0.5,200,200,25,0.5,,455.49,-3.341521153,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
30,,C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,20,5,0.5,200,200,25,0.5,,72.84,-4.137630063,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
31,,CC(C)SC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,20,5,0.5,200,200,25,0.5,,510.17,-3.292285083,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
32,,CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
33,,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,20,5,0.5,200,200,25,0.5,,262,-3.581698709,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
34,,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,20,5,0.5,200,200,25,0.5,,22.02,-4.657182685,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
35,,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,20,5,0.5,200,200,25,0.5,,40.59,-4.391580949,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
36,,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,20,5,0.5,200,200,25,0.5,,39.28,-4.405828521,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
37,,CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2,20,5,0.5,200,200,25,0.5,,236,-3.627087997,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
38,,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,20,5,0.5,200,200,25,0.5,,4.51,-5.345823458,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
39,,CNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,20,5,0.5,200,200,25,0.5,,644.7,-3.19064233,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
40,,CN(C)C1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=CC=CC=C4OC,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
41,,C1=CC(=CN=C1)NC(=O)C2=CC=CS2,20,5,0.5,200,200,25,0.5,,181.35,-3.74148244,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
42,,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCN(CC2)C3=C(C=CC(=C3)Cl)Cl,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
43,,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,20,5,0.5,200,200,25,0.5,,6.63,-5.178486472,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
44,,CC1=CC=CC=C1NC(=O)NC2=CC=CS2,20,5,0.5,200,200,25,0.5,,208.73,-3.680415127,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
45,,COC1=CC=CC(=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC5=CC=CC=C5C=C4,20,5,0.5,200,200,25,0.5,,755.8,-3.121593112,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
46,,CC1=C(C2=C(O1)C=CC(=C2)N(C(=O)OC3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4)C(=O)C,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
47,,CC1=CC=C(C=C1)CN2C3=CC=CC=C3C(C2=O)(CC(=O)C4=CC=C(C=C4)C)O,20,5,0.5,200,200,25,0.5,,626.07,-3.203377106,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
48,,CC1=C(C2=C(N1C3=CC=C(C=C3)OC)C=CC(=C2)OC(=O)COC4=CC=CC=C4)C(=O)C,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
49,,CC(=O)NC1=CC=C(C=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)OCC#C,20,5,0.5,200,200,25,0.5,,265.44,-3.576033631,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
50,,CCOC1=C(C=CC(=C1)CNC2=CC=C(C=C2)O)OCC3=CC=C(C=C3)Cl,20,5,0.5,200,200,25,0.5,,186.69,-3.728878944,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
51,,CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=CC=C5)O,20,5,0.5,200,200,25,0.5,,2.62,-5.581698709,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
52,,CC1=CC2=C(C=C1C)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=C(C=C5)O)OC,20,5,0.5,200,200,25,0.5,,25.29,-4.597051171,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
53,,CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN(C)C)C4=CC=C(C=C4)O,20,5,0.5,200,200,25,0.5,,3.9,-5.408935393,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
54,,CCCCOC1=C(C=C(C=C1)C2C3=C(C(=O)N2CCCN(C)C)OC4=C(C3=O)C=C(C=C4)C)OCC,20,5,0.5,200,200,25,0.5,,273.18,-3.563551099,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
55,,C1CCCN(CC1)C2=C(N=C(O2)C3=CC=C(C=C3)F)S(=O)(=O)C4=CC=CC=C4,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
56,,CCC1=CC=C(C=C1)C2N=C(NC3=NC4=CC=CC=C4N23)N,20,5,0.5,200,200,25,0.5,,1.54,-5.812479279,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
57,,C1=CC(=C(C=C1C#N)F)C(=O)NC2=CC(=C(C=C2)Cl)C3=NC4=C(O3)C=CC(=C4)Cl,20,5,0.5,200,200,25,0.5,,678.9,-3.168194191,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
58,,CC1=CC2=C(C=C1)N=C(O2)C3=C(C=CC(=C3)NC(=O)C4=CC5=C(C=C4)OCCO5)Cl,20,5,0.5,200,200,25,0.5,,28.63,-4.543178652,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
59,,CC1=CC=CC=C1NC(=O)CSC2=C(C(=CC(=N2)C3=CC=CC=C3)C4=CC=C(C=C4)OC)C#N,20,5,0.5,200,200,25,0.5,,586.84,-3.231480292,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
60,,CC1=NC2=C(C(=NN2C(=C1)C3=CC=C(C=C3)OC)C)C4=CC(=C(C=C4)OC)OC,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
61,,CN1C2=CN(C(=C2C(=O)N(C1=O)C)C3=CC=C(C=C3)Cl)CCC4=CC=CC=C4,20,5,0.5,200,200,25,0.5,,762.26,-3.117896869,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
62,,CCOC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NC3=C(C=C2C#N)N4CCC3CC4,20,5,0.5,200,200,25,0.5,,236.48,-3.626205583,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
63,,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC=C(C=C5)Cl)N,20,5,0.5,200,200,25,0.5,,139.82,-3.854430702,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
64,,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(C3=CC4=C(C5CCN4CC5)N=C3S2)N,20,5,0.5,200,200,25,0.5,,720.42,-3.142414239,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
65,,CC1=CC(=C(C=C1Cl)OC)NC2=C3CCCC3=NC4=CC=CC=C42,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
66,,CCC1=CC(=CC=C1)NC(=O)C(CC2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
67,,CC1=C(C=C(C=C1)NC(=O)C(CC2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3)Cl,20,5,0.5,200,200,25,0.5,,570.44,-3.243790029,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
68,,CCN1C=C(C2=CC(=C(C=C2C1=O)OC)OC)C(=O)N3CCN(CC3)C4=CC(=CC=C4)Cl,20,5,0.5,200,200,25,0.5,,809.63,-3.091713408,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
69,,C1CN(CCN1C2=CC(=CC=C2)Cl)C(=O)CCCCN3C(=O)C4=C(C=CS4)NC3=O,20,5,0.5,200,200,25,0.5,,718.99,-3.14327715,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
70,,CCCCCN1C2=CC=CC=C2N=C1CCCNC(=O)C3=CC=CC=C3OC,20,5,0.5,200,200,25,0.5,,491.28,-3.308670916,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
71,,CCC1=CC(=CC=C1)NC(=O)CSC2=NC3=CC=CC=C3N=C2N4CCCCC4,20,5,0.5,200,200,25,0.5,,350.84,-3.454890898,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
72,,CC1(CC2=C(C=C(C(=O)N2C3=C(C=CC(=C3)OC)OC)C4=NC(=CS4)C5=CC=C(C=C5)Cl)C(=O)C1)C,20,5,0.5,200,200,25,0.5,,331.1,-3.480040819,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
73,,C1=CC=C(C=C1)C(C(=O)NC2=CC=C(C=C2)Cl)NS(=O)(=O)C3=CC=CS3,20,5,0.5,200,200,25,0.5,,443.46,-3.353145547,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
74,,CC1=C(C=CC(=C1)Br)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,20,5,0.5,200,200,25,0.5,,79.41,-4.100124804,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
75,,CC1=C(C=C(C=C1)NC(=O)NCC2CCN(CC2)CC3=CC(=CC=C3)Cl)Cl,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
76,,C1CN(CCC1CNC(=O)NC2=CC(=C(C=C2)F)Cl)CC3=CC(=CC=C3)Cl,20,5,0.5,200,200,25,0.5,,637.64,-3.195424447,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
77,,CCOC1=CC(=C(C=C1)OCC)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,20,5,0.5,200,200,25,0.5,,636.72,-3.196051508,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
78,,CC(=O)NC1=CC=C(C=C1)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,20,5,0.5,200,200,25,0.5,,16.25,-4.789146635,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
79,,CCN(C1=CC(=C(C=C1)C)C)C(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,20,5,0.5,200,200,25,0.5,,109.62,-3.960110202,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
80,,CC1=CC(=C(C=C1)C)CN2CCC(CC2)CNC(=O)NC3=C(C=C(C=C3)Br)F,20,5,0.5,200,200,25,0.5,,979.44,-3.009022164,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
81,,COC1=C(C(=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCCO4)Br)OC,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
82,,CC(C)OC1=CC=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCO4,20,5,0.5,200,200,25,0.5,,785.46,-3.104875927,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
83,,CC1=C(C=C(C=C1)NC2=C(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)C(F)(F)F)F,20,5,0.5,200,200,25,0.5,,574,-3.241088108,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
84,,CCN(C1=CC=CC=C1)S(=O)(=O)C2=C(N=C3N(C2=O)C(=CS3)C)C,20,5,0.5,200,200,25,0.5,,478.66,-3.319972864,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
85,,CC1=C(C(=CC=C1)N2CCN(CC2)C3=NC4=CC=CC=C4C5=NN=C(N53)C)C,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
86,,CC1=CC=C(C=C1)C(=O)NC2=C(N=C(N=C2NC3=CC=C(C=C3)C)NC4=CC=C(C=C4)C)C,20,5,0.5,200,200,25,0.5,,6.76,-5.170053304,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
87,,CCOC1=CC=C(C=C1)NC2=NC(=NC(=C2NC(=O)C3=CC=C(C=C3)C)C)NC4=CC=C(C=C4)OCC,20,5,0.5,200,200,25,0.5,,59,-4.229147988,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
88,,CCC1=NC2=C(C=CC(=C2)C(=O)NCCCOC)SC3=C1C=C(C=C3)Br,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
89,,CN1C2=CC=CC=C2N=C(C1=O)C(=O)NC3=CC(=C(C(=C3)OC)OC)OC,20,5,0.5,200,200,25,0.5,,151.35,-3.820017575,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
90,,C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=C(NC(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,20,5,0.5,200,200,25,0.5,,585,-3.232844134,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
91,,CCC1=NC2=C(C=CC(=C2)C(=O)NC3CCCC3)SC4=C1C=C(C=C4)Cl,20,5,0.5,200,200,25,0.5,,639.9,-3.19388789,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
92,,CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CS4)C5=C(C=C(C=C5)Cl)Cl,20,5,0.5,200,200,25,0.5,,315.67,-3.50076669,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
93,,CCOC1=CC=C(C=C1)C2C3=C(NN=C3C(=O)N2C4=CC=C(C=C4)C(=O)OCC)C5=CC=CS5,20,5,0.5,200,200,25,0.5,,448.13,-3.348595981,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
94,,CCN(CC1=CC=CC=C1)CC2=C(C(NC(=O)N2)C3=CC=C(C=C3)OC(C)C)C(=O)OCC,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
95,,CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CO4)C5=CC=C(C=C5)C,20,5,0.5,200,200,25,0.5,,231.48,-3.635486526,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
96,,COC1=CC(=C(C=C1)OC)NC2=C3CCCC3=NC4=CC=CC=C42,20,5,0.5,200,200,25,0.5,,129.3,-3.888401475,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
97,,CC1=CC(=C(C=C1)OC)NC2=C3CCCC3=NC4=CC=CC=C42,20,5,0.5,200,200,25,0.5,,292.9,-3.533280628,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
98,,CC1=CC(=C(C=C1)C)CN2C3=C(C=CC(=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5F)S(=O)C6=CC=CC=C6C2=O,20,5,0.5,200,200,25,0.5,,932.21,-3.030486243,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
99,,CCOC1=CC=C(C=C1)NC(=O)CC2C(=O)N(C(=O)N2CCC3=C(C=CS3)C)C4=CC=C(C=C4)F,20,5,0.5,200,200,25,0.5,,830.61,-3.080602845,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
100,,COC1=CC=C(C=C1)C2=NC3=C(CC4=CC=CC=C4O3)C(=N2)SCC(=O)NC5=CC=C(C=C5)C(=O)O,20,5,0.5,200,200,25,0.5,,36.62,-4.43628166,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
101,,CCCNC(=O)C1=CC2=C(C=C1)SC3=C(C=CC(=C3C(=N2)C)C)C,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
102,,CC1=C2C(=NC3=C(C=CC(=C3)C(=O)NCCC4=CC=CC=C4)SC2=C(C=C1)C)C,20,5,0.5,200,200,25,0.5,,466.05,-3.331567488,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
103,,CN(C1=CC=C(C=C1)OC)C(=O)C2=CC3=C(S2)C4=CC=CC=C4OC3,20,5,0.5,200,200,25,0.5,,963.08,-3.016337636,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
104,,CCC1=CC2=C(C(=CN=C2C=C1)C(=O)C3=CC(=C(C=C3)C)C)N4CCC(CC4)C(=O)N,20,5,0.5,200,200,25,0.5,,653.08,-3.185033616,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
105,,CC1=CC=C(C=C1)C2=NC(=C(O2)C)CN3C4=C(C=C3C(=O)OC)OC=C4,20,5,0.5,200,200,25,0.5,,256.88,-3.590269707,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
106,,CN1C2=C(C=C(C=C2)NC(=O)C3=CC(=CC=C3)Br)N=C1CN4CCCCC4,20,5,0.5,200,200,25,0.5,,178.44,-3.748507785,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
107,,COC1=CC=C(C=C1)C2=NOC(=N2)CSC3=NN=C(N3C4=CC=C(C=C4)F)CC5=CC=CC=C5,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
108,,CC1=C(C(=O)N2C(=N1)N=C(N2)NC(=O)C3=CC=C(C=C3)C(C)(C)C)Cl,20,5,0.5,200,200,25,0.5,,83.87,-4.076393357,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
109,,C1=CC=C(C=C1)CNC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)F,20,5,0.5,200,200,25,0.5,,295.97,-3.528752308,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
110,,C1=CC=C(C(=C1)CS(=O)(=O)C2=NC=C(C(=N2)C(=O)NC3=CC=CC=C3F)Cl)F,20,5,0.5,200,200,25,0.5,,505,-3.296708622,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
111,,CCC1=NN=C(S1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)C,20,5,0.5,200,200,25,0.5,,710.55,-3.148405356,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
112,,CCCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,20,5,0.5,200,200,25,0.5,,945.87,-3.024168549,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
113,,CCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
114,,CN1C2=CN(C(=C2C(=O)N(C1=O)C)C3=CC=C(C=C3)Br)CCC4=CC=CC=C4,20,5,0.5,200,200,25,0.5,,590.74,-3.228603621,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
115,,CCS(=O)(=O)C1=NC=C(C(=N1)C(=O)NC2=C(C=CC(=C2)C)C)N(CC3=CC=C(C=C3)F)CC4=CC=CO4,20,5,0.5,200,200,25,0.5,,696,-3.15739076,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
116,,CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2C(C)C)C=CC(=C3)NC(=O)C4=CC=C(C=C4)OC,20,5,0.5,200,200,25,0.5,,808.19,-3.092486528,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
117,,CCC1=CC=C(C=C1)OC(C)C(=O)N2CCC(CC2)C3=NC4=CC=CC=C4O3,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
118,,CN(C1=CC=CC=C1)C(=O)CSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=C(C=C4)F,20,5,0.5,200,200,25,0.5,,900.54,-3.045496992,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
119,,CCOC1=CC=C(C=C1)C2=NN=C(O2)SCC(=O)NCC3=CC=CC=C3Cl,20,5,0.5,200,200,25,0.5,,2,-5.698970004,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
120,,CCC1=CC=C(C=C1)N2C3=C(C(SCC(=O)N3)C4=CC=CC=C4C)C(=N2)C,20,5,0.5,200,200,25,0.5,,706.67,-3.150783345,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
121,,COC1=CC=CC(=C1)C(=O)NC2=NN=C(S2)S(=O)(=O)N3CCOCC3,20,5,0.5,200,200,25,0.5,,786.8,-3.104135649,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
122,,CC(C)OC1=CC=C(C=C1)CNC(=O)C2CCN(CC2)C(=O)N3CCOC4=C3C=C(C=C4)Cl,20,5,0.5,200,200,25,0.5,,859.51,-3.065749066,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
123,,COC1=C(C=C(C=C1)CCNC(=O)CN2C3=C(C=CC(=C3)F)N4C=CC=C4C2=O)OC,20,5,0.5,200,200,25,0.5,,317.04,-3.498885941,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
124,,CCN(CC)CCCNC(=O)C1=CC2=C(C=C1)N3C=C(N=C3S2)C4=CC=C(C=C4)OCC,20,5,0.5,200,200,25,0.5,,114.22,-3.942257844,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
125,,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC(=NO2)C3=CC=CC=C3O,20,5,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
126,,COC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)C=C)C(=O)O)CNC4CCCCC4,20,5,0.5,200,200,25,0.5,,702.5,-3.153353671,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
127,,CC1=C(C=C(C=C1)N2C(=O)C3=C(C4=CC=CC=C4O3)N(C2=O)CC(=O)NC5=CC(=C(C=C5)F)Cl)C,20,5,0.5,200,200,25,0.5,,582.9,-3.234405945,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
128,,CC1=CC=C(C=C1)C2=C(SC=C2CN3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F)C,20,5,0.5,200,200,25,0.5,,35.02,-4.455683858,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
129,,CC1=CC(=C(C=C1Cl)OC)NS(=O)(=O)C2=C(N=C3N(C2=O)C=CS3)C,20,5,0.5,200,200,25,0.5,,801.59,-3.096047709,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
130,,CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC=C(C=C3)C(=O)OC,20,5,0.5,200,200,25,0.5,,412.73,-3.384333963,https://pubchem.ncbi.nlm.nih.gov/bioassay/1645871
